交易日期,指数涨跌幅,持有股票代码,涨跌幅,策略净值,沪深300指数
2007-01-04,0.012758139193062457,sh600373 sh600444 sh600551 sh600562 sh600634 sh600647 sz000526 sz000639 sz000669 sz002016 ,-0.006745564112797364,0.9932544358872026,1.0127581391930625
2007-01-05,0.0028010391419821534,sh600373 sh600444 sh600551 sh600562 sh600634 sh600647 sz000526 sz000639 sz000669 sz002016 ,0.013017797343061632,1.0061844208436792,1.0155949143823033
2007-01-08,0.028308440430705017,sh600373 sh600444 sh600551 sh600562 sh600634 sh600647 sz000526 sz000639 sz000669 sz002016 ,0.0390029268408052,1.0454285581982032,1.0443448225178218
2007-01-09,0.03215016232243051,sh600373 sh600444 sh600551 sh600562 sh600634 sh600647 sz000526 sz000639 sz000669 sz002016 ,0.007267799477840953,1.0530265233275962,1.0779206780823596
2007-01-10,0.025398960951597216,sh600373 sh600444 sh600551 sh600562 sh600634 sh600647 sz000526 sz000639 sz000669 sz002016 ,0.028734347425977802,1.083284553297661,1.1052987432938925
2007-01-11,-0.010789150564945338,sh600373 sh600444 sh600551 sh600562 sh600634 sh600647 sz000526 sz000639 sz000669 sz002016 ,0.004042360469699524,1.0876635799533476,1.09337350873325
2007-01-12,-0.02593619910110556,sh600373 sh600444 sh600551 sh600562 sh600634 sh600647 sz000526 sz000639 sz000669 sz002016 ,-0.029176425807917572,1.0559294442088647,1.0650155557188699
2007-01-15,0.05225531914893633,sh600373 sh600444 sh600551 sh600562 sh600634 sh600647 sz000526 sz000639 sz000669 sz002016 ,0.04730797637974571,1.1058833294141757,1.1206682834815411
2007-01-16,0.02908618744917657,sh600373 sh600444 sh600551 sh600562 sh600634 sh600647 sz000526 sz000639 sz000669 sz002016 ,0.014457876890454191,1.1218720544460514,1.1532642512432323
2007-01-17,-0.01909196344742914,sh600373 sh600444 sh600551 sh600562 sh600634 sh600647 sz000526 sz000639 sz000669 sz002016 ,-0.014115155293717985,1.106036656177863,1.1312461723132698
2007-01-18,0.003534104541930816,sh600373 sh600444 sh600551 sh600562 sh600634 sh600647 sz000526 sz000639 sz000669 sz002016 ,0.024170443601646996,1.1327700527973643,1.135244114548884
2007-01-19,0.03409448920844671,sh600373 sh600444 sh600551 sh600562 sh600634 sh600647 sz000526 sz000639 sz000669 sz002016 ,0.04325634554402935,1.1817695456230954,1.1739496827613236
2007-01-22,0.039739742664090194,sh600373 sh600444 sh600551 sh600562 sh600634 sh600647 sz000526 sz000639 sz000669 sz002016 ,0.04806507936712445,1.23857139262712,1.2206021410548489
2007-01-23,0.0067514681031264345,sh600373 sh600444 sh600551 sh600562 sh600634 sh600647 sz000526 sz000639 sz000669 sz002016 ,0.015138969831919313,1.2573220875747804,1.2288429974767885
2007-01-24,0.011283306686654893,sh600373 sh600444 sh600551 sh600562 sh600634 sh600647 sz000526 sz000639 sz000669 sz002016 ,0.02517861708115121,1.2889797189654995,1.2427084098870673
2007-01-25,-0.03295971108999651,sh600373 sh600444 sh600551 sh600562 sh600634 sh600647 sz000526 sz000639 sz000669 sz002016 ,-0.05562985614406013,1.2172739626268376,1.2017490997280806
2007-01-26,0.024498232653710206,sh600373 sh600444 sh600551 sh600562 sh600634 sh600647 sz000526 sz000639 sz000669 sz002016 ,0.0030294940009432114,1.22096168679412,1.231189828764606
2007-01-29,0.02546837941518243,sh600373 sh600444 sh600551 sh600562 sh600634 sh600647 sz000526 sz000639 sz000669 sz002016 ,0.04118985326313429,1.2712529195130786,1.2625462384556965
2007-01-30,-0.009717026527792827,sh600373 sh600444 sh600551 sh600562 sh600634 sh600647 sz000526 sz000639 sz000669 sz002016 ,0.0048478009396364374,1.2774157006108098,1.2502780431640574
2007-01-31,-0.06526560810069448,sh600373 sh600444 sh600551 sh600562 sh600634 sh600647 sz000526 sz000639 sz000669 sz002016 ,-0.02543655136729095,1.244922650524839,1.1686778863820089
2007-02-01,0.004125215379004121,sh600346 sh600373 sh600444 sh600513 sh600562 sh600634 sh600873 sz000639 sz000669 sz002016 ,0.03372097403816343,1.2869026549027087,1.173498934372014
2007-02-02,-0.040569145405127904,sh600346 sh600373 sh600444 sh600513 sh600562 sh600634 sh600873 sz000639 sz000669 sz002016 ,-0.01309831478625878,1.270046398829521,1.125891085470713
2007-02-05,-0.011401218450826756,sh600346 sh600373 sh600444 sh600513 sh600562 sh600634 sh600873 sz000639 sz000669 sz002016 ,0.03163440720663302,1.310223563781412,1.1130545552534228
2007-02-06,0.019473545206444065,sh600346 sh600373 sh600444 sh600513 sh600562 sh600634 sh600873 sz000639 sz000669 sz002016 ,0.015703323925991608,1.3307984288189385,1.1347296734523888
2007-02-07,0.02320771661974752,sh600346 sh600373 sh600444 sh600513 sh600562 sh600634 sh600873 sz000639 sz000669 sz002016 ,0.009590893010523294,1.3435619741683134,1.1610641581538905
2007-02-08,0.017220935188350106,sh600346 sh600373 sh600444 sh600513 sh600562 sh600634 sh600873 sz000639 sz000669 sz002016 ,0.016433222595701125,1.365641027160941,1.181058768770975
2007-02-09,-0.005538040321911519,sh600346 sh600373 sh600444 sh600513 sh600562 sh600634 sh600873 sz000639 sz000669 sz002016 ,0.0007020191083018101,1.3665997332570887,1.1745180176869743
2007-02-12,0.036767129001981314,sh600346 sh600373 sh600444 sh600513 sh600562 sh600634 sh600873 sz000639 sz000669 sz002016 ,0.020159895649857207,1.3941502412746742,1.2177016731584227
2007-02-13,0.014983563947710499,sh600346 sh600373 sh600444 sh600513 sh600562 sh600634 sh600873 sz000639 sz000669 sz002016 ,0.01959363470365605,1.4214667118242241,1.235947184047426
2007-02-14,0.026052175705513658,sh600346 sh600373 sh600444 sh600513 sh600562 sh600634 sh600873 sz000639 sz000669 sz002016 ,0.01697875943266025,1.4456014531658221,1.2681462972489645
2007-02-15,0.03101589815905892,sh600346 sh600373 sh600444 sh600513 sh600562 sh600634 sh600873 sz000639 sz000669 sz002016 ,0.015991165115566197,1.4687183046946992,1.307478993655226
2007-02-16,0.003039012527026763,sh600346 sh600373 sh600444 sh600513 sh600562 sh600634 sh600873 sz000639 sz000669 sz002016 ,0.006462409376993161,1.4782097636391198,1.3114524386957687
2007-02-26,0.011558836495139557,sh600346 sh600373 sh600444 sh600513 sh600562 sh600634 sh600873 sz000639 sz000669 sz002016 ,0.04843523930990434,1.5498072072912177,1.326611303005805
2007-02-27,-0.09240013590970875,sh600346 sh600373 sh600444 sh600513 sh600562 sh600634 sh600873 sz000639 sz000669 sz002016 ,-0.09816129629115833,1.397676122822132,1.204032238308713
2007-02-28,0.03543452872646502,sh600346 sh600373 sh600444 sh600513 sh600562 sh600634 sh600873 sz000639 sz000669 sz002016 ,0.0526071571606499,1.4712038902751237,1.246696553244653
